-4.999999919269532220e-04 4.149999481250008504e-01
-1.000000169269569302e-03 4.149997924999196952e-01
-1.500000717443885148e-03 4.149995331245056596e-01
-2.000001821866685334e-03 4.149991699983404669e-01
-2.500003667955877449e-03 4.149987031208385302e-01
-3.000006441130863982e-03 4.149981324912470626e-01
-3.500010326812917454e-03 4.149974581086459113e-01
-4.000015510425555115e-03 4.149966799719476129e-01
-4.500022177394911484e-03 4.149957980798973933e-01
-5.000030513150114340e-03 4.149948124310731123e-01
-5.500040703123656831e-03 4.149937230238854302e-01
-6.000052932751772164e-03 4.149925298565775300e-01
-6.500067387474809180e-03 4.149912329272253952e-01
-7.000084252737603582e-03 4.149898322337375323e-01
-7.500103713989855238e-03 4.149883277738551923e-01
-8.000125956686499409e-03 4.149867195451522051e-01
-8.500151166288083190e-03 4.149850075450349784e-01
-9.000179528261138470e-03 4.149831917707426654e-01
-9.500211228078557502e-03 4.149812722193468861e-01
-1.000024645121996500e-02 4.149792488877519503e-01
-1.050028538317209284e-02 4.149771217726946348e-01
-1.100032820942915823e-02 4.149748908707444062e-01
-1.150037511549323321e-02 4.149725561783031424e-01
-1.200042628687462108e-02 4.149701176916053558e-01
-1.250048190909223110e-02 4.149675754067180256e-01
-1.300054216767395146e-02 4.149649293195406541e-01
-1.350060724815702745e-02 4.149621794258051555e-01
-1.400067733608843096e-02 4.149593257210760222e-01
-1.450075261702523863e-02 4.149563682007501031e-01
-1.500083327653500484e-02 4.149533068600566588e-01
-1.550091950019613987e-02 4.149501416940574172e-01
-1.600101147359828113e-02 4.149468726976464628e-01
-1.650110938234266439e-02 4.149434998655501805e-01
-1.700121341204251235e-02 4.149400231923273674e-01
-1.750132374832339202e-02 4.149364426723691213e-01
-1.800144057682359980e-02 4.149327582998988406e-01
-1.850156408319453619e-02 4.149289700689721139e-01
-1.900169445310108049e-02 4.149250779734768302e-01
-1.950183187222196551e-02 4.149210820071331240e-01
-2.000197652625015227e-02 4.149169821634932087e-01
-2.050212860089320119e-02 4.149127784359415427e-01
-2.100228828187365726e-02 4.149084708176947189e-01
-2.150245575492941430e-02 4.149040593018013534e-01
-2.200263120581410353e-02 4.148995438811422520e-01
-2.250281482029745789e-02 4.148949245484301329e-01
-2.300300678416569017e-02 4.148902012962097929e-01
-2.350320728322187469e-02 4.148853741168579967e-01
-2.400341650328631504e-02 4.148804430025834766e-01
-2.450363463019692573e-02 4.148754079454268218e-01
-2.500386184980960685e-02 4.148702689372605890e-01
-2.550409834799862233e-02 4.148650259697890808e-01
-2.600434431065696411e-02 4.148596790345484009e-01
-2.650459992369674778e-02 4.148542281229065098e-01
-2.700486537304957677e-02 4.148486732260630583e-01
-2.750514084466691711e-02 4.148430143350493871e-01
-2.800542652452048253e-02 4.148372514407285272e-01
-2.850572259860260221e-02 4.148313845337950889e-01
-2.900602925292660589e-02 4.148254136047752616e-01
-2.950634667352719509e-02 4.148193386440267583e-01
-3.000667504646082479e-02 4.148131596417388711e-01
-3.050701455780607113e-02 4.148068765879322495e-01
